"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
722,"CJ-II-m-B-07250","CJ","II","m","B",7250,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Liceul ""Brassai""",46.77199,23.592429,344,"Bd. 21 Decembrie 1989 9",,400105,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"sec. XIX",,,,"Stare medie","Se referă la Liceul János Zsigmond.",
723,"CJ-II-m-B-07251","CJ","II","m","B",7251,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica unitariană",46.771778,23.591789,345,"Bd. 21 Decembrie 1989 9",,400105,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
724,"CJ-II-m-B-07252","CJ","II","m","B",7252,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa profesorilor unitarieni",46.771169,23.591106,347,"Bd. 21 Decembrie 1989 10 și str.Bolyai János nr.10",,400094,,,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare bună",,
725,"CJ-II-m-B-07253","CJ","II","m","B",7253,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771261,23.591385,346,"Bd. 21 Decembrie 1989 12",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
726,"CJ-II-m-B-07254","CJ","II","m","B",7254,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Reședința episcopului unitarian",46.771289,23.591549,346,"Bd. 21 Decembrie 1989 14",,400094,,,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare bună",,
727,"CJ-II-m-B-07255","CJ","II","m","B",7255,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa parohială a bisericii unitariene",46.771376,23.591782,346,"Bd. 21 Decembrie 1989 16-18",,400094,,,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","Casa de la nr. 16 alterată prin supraetajare.",
728,"CJ-II-m-B-07256","CJ","II","m","B",7256,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Sediul P.S.D.",46.772283,23.593822,342,"Bd. 21 Decembrie 1989 19",,400105,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"-","Locație eronată. Clădirea de la adresa din listă este de secol XX.",
729,"CJ-II-m-B-07257","CJ","II","m","B",7257,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771305,23.592044,346,"Bd. 21 Decembrie 1989 20",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie","Poziție probabilă.",
730,"CJ-II-m-B-07258","CJ","II","m","B",7258,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Sediul Redacției revistei ""Korunk"" în perioada interbelică",46.771373,23.592159,346,"Bd. 21 Decembrie 1989 20",,400094,,,"Patrimoniu domestic urban","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie","Poziție probabilă.",
731,"CJ-II-m-B-07259","CJ","II","m","B",7259,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771521,23.592334,345,"Bd. 21 Decembrie 1989 24",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie","Poziție probabilă.",
732,"CJ-II-m-B-07260","CJ","II","m","B",7260,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771597,23.592626,345,"Bd. 21 Decembrie 1989 28",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XVIII",,,,"Stare medie","Locație eronată. Clădirea de la adresa din listă este de secol XX.",
733,"CJ-II-m-B-07261","CJ","II","m","B",7261,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu portal",46.771689,23.592905,344,"Bd. 21 Decembrie 1989 32",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1559,,,,"Stare medie","Locație eronată. Clădirea de la adresa din listă este de secol XIX.",
734,"CJ-II-m-B-07262","CJ","II","m","B",7262,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771728,23.59308,343,"Bd. 21 Decembrie 1989 34",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1920,,,,"Stare bună","Poziție probabilă.",
735,"CJ-II-m-B-07263","CJ","II","m","B",7263,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771784,23.593299,343,"Bd. 21 Decembrie 1989 36",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie","Poziție probabilă.",
736,"CJ-II-m-B-07264","CJ","II","m","B",7264,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica reformată",46.773899,23.597454,338,"Bd. 21 Decembrie 1989 41",,400124,,,"Patrimoniu religios","Clădire de cult","Biserică","1821 - 1859",,,,"Stare bună",,
737,"CJ-II-m-B-07265","CJ","II","m","B",7265,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771933,23.593926,342,"Bd. 21 Decembrie 1989 44",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII",,,,"Stare medie","Poziție probabilă.",
738,"CJ-II-m-B-07266","CJ","II","m","B",7266,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771971,23.594343,343,"Bd. 21 Decembrie 1989 48",,400094,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","Poziție probabilă.",
739,"CJ-II-m-B-07267","CJ","II","m","B",7267,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Prefectura Cluj-Napoca",46.772278,23.595273,343,"Bd. 21 Decembrie 1989 59 și Piața Avram lancu nr.12",,400094,,,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1910,,,,"Stare medie","Bd. 21 Decembrie 1989 58 și Piața Avram lancu nr.12",
740,"CJ-II-m-B-07268","CJ","II","m","B",7268,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Cazarmă, azi unitate militară",46.774981,23.602761,335,"Bd. 21 Decembrie 1989 106",,400124,,,"Patrimoniu administrativ","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,"sec. XIX",,,,"Stare medie",,
742,"CJ-II-m-B-07269","CJ","II","m","B",7269,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770578,23.595691,345,"Str. Baba Novac 8, Bd. Eroilor nr.51",,400129,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
941,"CJ-II-m-B-07270","CJ","II","m","B",7270,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769623,23.596726,345,"Str. Piața Ștefan cel Mare 14, Str. Baba Novac 27 și Str.l.C.Brătianu 55",,400192,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1830 -1840",,,,"Stare medie",,
745,"CJ-II-m-B-07272","CJ","II","m","B",7272,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Clinicile de neurologie și neuro-psihiatrie infantilă",46.763165,23.584705,379,"Str. Babeș Victor 43",,400012,,,"Patrimoniu reprezentativ","Clădire pentru sănătate",,1900,,,,"Stare medie",,
746,"CJ-II-m-B-07273","CJ","II","m","B",7273,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.773681,23.58758,341,"Str. Barițiu George 2",,400027,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1900,,,,"Stare medie",,
748,"CJ-II-m-B-07274","CJ","II","m","B",7274,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic",46.772005,23.58558,343,"Str. Barițiu George 25",,400027,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,1894,,,,"Stare foarte bună",,
749,"CJ-II-m-B-07275","CJ","II","m","B",7275,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic",46.772331,23.585139,343,"Str. Barițiu George 28",,400027,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,1895,,,,"Stare foarte bună",,
750,"CJ-II-m-B-07276","CJ","II","m","B",7276,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica ""Sf. Treime"", din Deal",46.765345,23.58894,362,"Str. Bisericii Ortodoxe 10",,400090,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare foarte bună",,
751,"CJ-II-m-B-07277","CJ","II","m","B",7277,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica ""învierea Domnului"", Bob",46.768628,23.587749,349,"Str. Bob 5",,400014,,,"Patrimoniu religios","Clădire de cult","Biserică","1800 -1803",,,,"Stare medie","În curs de restaurare.",
752,"CJ-II-m-B-07278","CJ","II","m","B",7278,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa în care s-a născut Bolyai János",46.769855,23.592229,347,"Str. Bolyai János 1 și Bd.Eroilor nr.9",,400096,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare bună",,
753,"CJ-II-m-B-07279","CJ","II","m","B",7279,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769901,23.592427,346,"Str. Bolyai János 2 și str.Eroilor nr.1l",,400096,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare bună",,
754,"CJ-II-m-B-07280","CJ","II","m","B",7280,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770032,23.592272,346,"Str. Bolyai János 2-4",,400096,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare medie",,
755,"CJ-II-m-B-07281","CJ","II","m","B",7281,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.776324,23.598122,335,"Str. Borzești 1",,400184,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1901,,,,"Stare medie","Adresa actuală: strada Nicolae Cristea nr. 1 (nume de stradă schimbat).",
756,"CJ-II-m-B-07282","CJ","II","m","B",7282,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă stil baroc",46.768412,23.592631,349,"Str. Brătianu I.C. 6",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
757,"CJ-II-m-B-07283","CJ","II","m","B",7283,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă stil baroc",46.768465,23.592836,349,"Str. Brătianu I.C. 8",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
758,"CJ-II-m-B-07284","CJ","II","m","B",7284,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768513,23.593004,348,"Str. Brătianu I.C. 10",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
760,"CJ-II-m-B-07286","CJ","II","m","B",7286,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768768,23.594051,347,"Str. Brătianu I.C. 16",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
761,"CJ-II-m-B-07287","CJ","II","m","B",7287,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768808,23.594332,347,"Str. Brătianu I.C. 18",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
762,"CJ-II-m-B-07288","CJ","II","m","B",7288,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","""Casa Beldi"", azi clădire administrativă",46.768915,23.594763,346,"Str. Brătianu I.C. 22",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
763,"CJ-II-m-B-07289","CJ","II","m","B",7289,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768989,23.595082,345,"Str. Brătianu I.C. 24",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
765,"CJ-II-m-B-07291","CJ","II","m","B",7291,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769239,23.596331,345,"Str. Brătianu I.C. 34",,400079,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
766,"CJ-II-m-B-07292","CJ","II","m","B",7292,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Kós Károly",46.792423,23.585926,360,"Str. Breaza 14",,400253,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1900,,,,"Stare bună",,
767,"CJ-II-m-B-07293","CJ","II","m","B",7293,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Moara veche de hârtie",46.764076,23.555259,347,"Str. Calvaria 32",,400567,,,"Patrimoniu preindustrial prelucrător","Clădire pentru industrie","Moară","sec. XVIII",,,,"Colaps","Posibil în zona Plopilor 68. Poziție probabilă.",
768,"CJ-II-m-B-07294","CJ","II","m","B",7294,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770998,23.586959,347,"Str. Clemenceau Georges 1",,400021,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XVIII",,,,"Stare bună",,
769,"CJ-II-m-B-07295","CJ","II","m","B",7295,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu elemente de Renaștere",46.770899,23.586602,346,"Str. Clemenceau Georges 3",,400021,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI",,,,"Stare foarte bună",,
770,"CJ-II-m-B-07296","CJ","II","m","B",7296,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biblioteca Centrală Universitară",46.766972,23.585109,353,"Str. Clinicilor 2",,400006,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"1906 -1908",,,,"Stare bună",,
772,"CJ-II-m-B-07298","CJ","II","m","B",7298,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.765588,23.576512,345,"Str. Coșbuc George 2",,400375,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare foarte bună",,
773,"CJ-II-m-B-07299","CJ","II","m","B",7299,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.772997,23.59231,342,"Str. Curie Frederic Joliot 3",,400106,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX",,,,"Stare foarte bună",,
774,"CJ-II-m-B-07300","CJ","II","m","B",7300,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Kovary László",46.771362,23.586618,347,"Str. Daicoviciu Constantin 1",,400020,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
775,"CJ-II-m-B-07301","CJ","II","m","B",7301,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771315,23.586362,347,"Str. Daicoviciu Constantin 3",,400020,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare bună",,
776,"CJ-II-m-B-07302","CJ","II","m","B",7302,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771283,23.586259,347,"Str. Daicoviciu Constantin 5",,400020,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
777,"CJ-II-m-B-07303","CJ","II","m","B",7303,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic",46.771049,23.585236,347,"Str. Daicoviciu Constantin 15",,400020,,,"Patrimoniu domestic urban","Clădire pentru învățământ",,"sec. XIX",,,,"Stare foarte bună",,
717,"CJ-II-m-B-07306","CJ","II","m","B",7306,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica și casa parohială Evanghelică",46.771276,23.590151,346,"Bd. 21 Decembrie 1989 1",,400105,,,"Patrimoniu religios","Clădire de cult","Biserică","1816 -1822",,,,"Stare medie","În curs de restaurare.",
782,"CJ-II-m-B-07307","CJ","II","m","B",7307,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa barocă",46.771538,23.590295,346,"Str. Doja Gheorghe 4",,400110,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII",,,,"Stare medie","Strada Regele Ferdinand",
783,"CJ-II-m-B-07308","CJ","II","m","B",7308,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu elemente renascentiste",46.771537,23.589496,346,"Str. Doja Gheorghe 5",,400110,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII",,,,"Stare medie","Strada Regele Ferdinand",
785,"CJ-II-m-B-07309","CJ","II","m","B",7309,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.772303,23.589038,345,"Str. Doja Gheorghe 19",,400110,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX",,,,"Stare medie","Strada Regele Ferdinand",
784,"CJ-II-m-B-07310","CJ","II","m","B",7310,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Hotel ""Pannónia""",46.772216,23.589052,345,"Str. Doja Gheorghe 17",,400110,,,"Patrimoniu reprezentativ","Clădire pentru turism",,"sec. XVII - XIX",,,,"Stare medie","Strada Regele Ferdinand",
786,"CJ-II-m-B-07311","CJ","II","m","B",7311,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.772526,23.588859,345,"Str. Doja Gheorghe 25",,400110,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","Strada Regele Ferdinand",
787,"CJ-II-m-B-07312","CJ","II","m","B",7312,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Poștă",46.773095,23.58833,345,"Str. Doja Gheorghe 33",,400110,,,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"sec. XIX",,,,"Stare medie","Strada Regele Ferdinand",
788,"CJ-II-m-B-07313","CJ","II","m","B",7313,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa cu stema familiei Báthory",46.773111,23.588791,344,"Str. Doja Gheorghe 34",,400110,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX",,,,"Stare medie","Strada Regele Ferdinand",
789,"CJ-II-m-B-07314","CJ","II","m","B",7314,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Széki",46.773848,23.587619,341,"Str. Doja Gheorghe 37",,400027,,,"Patrimoniu reprezentativ","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,1893,,,,"Stare bună","Strada Regele Ferdinand",
790,"CJ-II-m-B-07315","CJ","II","m","B",7315,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Babos",46.774174,23.588066,341,"Str. Doja Gheorghe 38 și Piața Mihai Viteazu 1",,400110,,,"Patrimoniu reprezentativ","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,"1889 -1900",,,,"Stare bună","Strada Regele Ferdinand",
791,"CJ-II-m-B-07316","CJ","II","m","B",7316,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Tribunalul și Curtea de Apel",46.771002,23.598696,344,"Calea Dorobanților 24 și Piața Ștefan cel Mare 1",,400121,,,"Patrimoniu reprezentativ","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,1902,,,,"Stare bună","Calea Dorobanților 2-4 și Piața Ștefan cel Mare 1",
792,"CJ-II-m-B-07317","CJ","II","m","B",7317,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","CasaTeleki",46.769656,23.590932,349,"Bd. Eroilor 1 și Piața Unirii 32",,400129,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII",,,,"Stare bună",,
793,"CJ-II-m-B-07318","CJ","II","m","B",7318,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769138,23.59156,349,"Bd. Eroilor 2",,400129,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1830 -1840",,,,"Stare medie",,
